computer_use,count,mean,std
1.0,2365,3.3661733615221987,1.024838287132329
2.0,2653,3.4813418771202413,0.9608329764540623
3.0,1957,3.494634644864589,0.9413239772516226
4.0,2005,3.4463840399002494,0.9523283486158974
5.0,1306,3.3598774885145484,0.9496349693528292
6.0,621,3.3381642512077296,0.991077539401968
7.0,1016,3.2923228346456694,1.1456407496253802
